car_name,brand,city,year,mileage_km,fuel_type,transmission,owner_type,engine_cc,power_bhp,seats,kmpl,price_lakh,price_inr,price_raw,mileage_raw,year_raw,price_vs_avg,deal_tag,rating,fuel_enc,transmission_enc,owner_enc,city_enc,brand_enc,name_enc
Toyota Etios Liva G,Toyota,Chennai,2015,53713,Petrol,Manual,First,1197,78.9,5,17.71,4.2,420000.0,420000.0,53713,2015,0.35732274599271135,Good Deal,5.0,3,1,0,2,27,1662
Toyota Innova Crysta 2.8 GX AT 8S,Toyota,Delhi,2017,18000,Diesel,Automatic,First,2755,171.5,8,11.36,18.25,1825000.0,1825000.0,18000,2017,1.5526524081826147,Overpriced,5.0,1,0,0,4,27,1722
Mercedes-Benz New C-Class 200 CDI Elegance,MercedesBenz,Bangalore,2013,51000,Diesel,Manual,First,2148,170.0,5,15.8,18.5,1850000.0,1850000.0,51000,2013,0.6814325087025186,Good Deal,5.0,1,1,0,1,18,1255
Maruti Swift VXI BSIII,Maruti,Chennai,2008,86700,Petrol,Manual,Second,1298,88.2,5,16.1,2.4,240000.0,240000.0,86700,2008,0.5179843331210852,Good Deal,4.2,3,1,2,2,17,1126
Maruti Baleno Alpha 1.3,Maruti,Kolkata,2016,29000,Diesel,Manual,First,1248,74.0,5,27.39,6.5,650000.0,650000.0,29000,2016,1.4028742355362722,Overpriced,5.0,1,1,0,8,17,944
Hyundai Santro Xing GL Plus LPG,Hyundai,Hyderabad,2014,56000,LPG,Manual,First,1086,62.1,5,13.45,3.2,320000.0,320000.0,56000,2014,0.5918337539528612,Good Deal,4.9,2,1,0,5,9,573
Maruti Celerio VXI AT,Maruti,Mumbai,2015,33000,Petrol,Automatic,First,998,67.04,5,23.1,3.99,399000.0,399000.0,33000,2015,0.8611489538138041,Fair Price,4.9,3,0,0,9,17,971
Ford Ecosport 1.5 DV5 MT Ambiente,Ford,Kochi,2014,64394,Diesel,Manual,First,1498,89.84,5,22.7,5.45,545000.0,545000.0,64394,2014,0.7808593692890248,Good Deal,4.9,1,1,0,7,7,248
Tata Manza Aura Quadrajet,Tata,Hyderabad,2010,76000,Diesel,Manual,First,1248,90.0,5,18.8,2.7,270000.0,270000.0,76000,2010,0.7487498105773603,Good Deal,5.0,1,1,0,5,26,1554
Honda Jazz 1.5 SV i DTEC,Honda,Mumbai,2016,48719,Diesel,Manual,First,1498,98.6,5,27.3,6.25,625000.0,625000.0,48719,2016,1.1421671178931823,Fair Price,5.0,1,1,0,9,8,461
Mahindra XUV500 W8 2WD,Mahindra,Coimbatore,2016,59711,Diesel,Manual,First,2179,140.0,7,15.1,13.28,1328000.0,1328000.0,59711,2016,1.6448357153381463,Overpriced,4.8,1,1,0,3,16,893
Nissan Micra Diesel XV Premium,Nissan,Hyderabad,2012,83000,Diesel,Manual,First,1461,63.1,5,23.08,3.7,370000.0,370000.0,83000,2012,0.7808622648948259,Good Deal,5.0,1,1,0,5,21,1328
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Coimbatore,2018,10714,Diesel,Automatic,First,2143,167.62,5,19.27,39.51,3951000.0,3951000.0,10714,2018,1.455318833450622,Overpriced,5.0,1,0,0,3,18,1277
Tata Manza Aura Plus Quadrajet BS IV,Tata,Hyderabad,2010,127510,Diesel,Manual,Second,1248,90.0,5,19.0,1.4,140000.0,140000.0,127510,2010,0.3882406425215942,Good Deal,4.3,1,1,2,5,26,1553
Maruti Swift VDI,Maruti,Kolkata,2014,35010,Diesel,Manual,First,1248,74.0,5,22.9,3.5,350000.0,350000.0,35010,2014,0.7553938191349158,Good Deal,5.0,1,1,0,8,17,1119
Maruti Swift Dzire 1.2 Lxi BSIV,Maruti,Jaipur,2012,75451,Petrol,Manual,First,1197,85.8,5,17.5,3.78,378000.0,378000.0,75451,2012,0.815825324665709,Good Deal,5.0,3,1,0,6,17,1086
Tata Indigo eCS LS (TDI) BS-III,Tata,Pune,2015,83000,Diesel,Manual,First,1405,69.01,5,19.09,2.7,270000.0,270000.0,83000,2015,0.7487498105773603,Good Deal,4.8,1,1,0,10,26,1546
Honda Amaze S i-Dtech,Honda,Kolkata,2013,38755,Diesel,Manual,First,1498,98.6,5,25.8,3.2,320000.0,320000.0,38755,2013,0.5847895643613094,Good Deal,5.0,1,1,0,8,8,354
Maruti Swift VXI BSIV,Maruti,Delhi,2016,30000,Petrol,Manual,First,1197,81.8,5,20.4,5.0,500000.0,500000.0,30000,2016,1.079134027335594,Fair Price,4.9,3,1,0,4,17,1128
Maruti Ertiga ZDI,Maruti,Chennai,2012,40000,Diesel,Manual,First,1248,88.8,7,20.77,7.0,700000.0,700000.0,40000,2012,1.5107876382698315,Overpriced,5.0,1,1,0,2,17,1030
Hyundai Grand i10 Era,Hyundai,Kolkata,2014,19500,Petrol,Manual,Second,1197,82.0,5,18.9,2.85,285000.0,285000.0,19500,2014,0.527101937114267,Good Deal,4.9,3,1,2,8,9,555
Nissan Micra Active XV,Nissan,Ahmedabad,2016,41000,Petrol,Manual,First,1198,67.04,5,19.69,4.25,425000.0,425000.0,41000,2016,0.8969363853521649,Fair Price,4.8,3,1,0,0,21,1323
Hyundai Grand i10 Asta Option,Hyundai,Bangalore,2014,30000,Petrol,Manual,Second,1197,82.0,5,18.9,4.9,490000.00000000006,490000.00000000006,30000,2014,0.9062454357403187,Fair Price,4.9,3,1,2,1,9,547
Jeep Compass 2.0 Sport,Jeep,Hyderabad,2017,37000,Diesel,Manual,First,1956,170.0,5,17.1,16.9,1689999.9999999998,1689999.9999999998,37000,2017,0.9028420827694281,Fair Price,4.9,1,1,0,5,13,769
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Delhi,2014,62000,Diesel,Manual,Second,1199,73.9,5,22.07,4.25,425000.0,425000.0,62000,2014,0.8010733001578736,Good Deal,4.8,1,1,2,4,28,1762
Honda Amaze S AT i-Vtech,Honda,Pune,2015,42023,Petrol,Automatic,First,1198,86.7,5,15.5,4.34,434000.0,434000.0,42023,2015,0.7931208466650258,Good Deal,5.0,3,0,0,10,8,350
BMW X3 xDrive20d Advantage Edition,BMW,Kolkata,2012,51001,Diesel,Automatic,First,1995,184.0,5,16.09,17.0,1700000.0,1700000.0,51001,2012,0.6722543930620074,Good Deal,4.9,1,0,0,8,1,139
BMW 3 Series 320d Luxury Line,BMW,Kochi,2017,55389,Diesel,Automatic,First,1995,184.0,5,18.88,28.45,2845000.0,2845000.0,55389,2017,1.1250374989773004,Fair Price,5.0,1,0,0,7,1,77
Honda City V AT,Honda,Kochi,2014,46728,Petrol,Automatic,First,1497,116.3,5,15.6,6.15,615000.0,615000.0,46728,2014,1.1238924440068914,Fair Price,5.0,3,0,0,7,8,410
Mahindra Ssangyong Rexton RX5,Mahindra,Kochi,2014,58995,Diesel,Manual,First,2696,162.0,7,12.83,9.25,925000.0,925000.0,58995,2014,1.1456875276263445,Fair Price,4.9,1,1,0,7,16,869
Maruti Swift Dzire LDI,Maruti,Delhi,2015,37857,Diesel,Manual,First,1248,74.0,5,26.59,4.85,484999.99999999994,484999.99999999994,37857,2015,1.046760006515526,Fair Price,5.0,1,1,0,4,17,1089
Maruti Swift VDI BSIV,Maruti,Jaipur,2014,71000,Diesel,Manual,First,1248,74.0,5,25.2,4.8,480000.0,480000.0,71000,2014,1.0359686662421703,Fair Price,5.0,1,1,0,6,17,1120
Honda Brio S Option MT,Honda,Pune,2012,49024,Petrol,Manual,First,1198,86.8,5,18.4,2.3,229999.99999999997,229999.99999999997,49024,2012,0.42031749938469104,Good Deal,5.0,3,1,0,10,8,380
Hyundai Grand i10 Sportz,Hyundai,Mumbai,2016,10770,Petrol,Manual,First,1197,82.0,5,18.9,4.75,475000.0,475000.0,10770,2016,0.8785032285237783,Fair Price,5.0,3,1,0,9,9,559
Tata Zest Quadrajet 1.3 75PS XM,Tata,Pune,2017,72000,Diesel,Manual,First,1248,74.0,5,22.95,5.0,500000.0,500000.0,72000,2017,1.386573723291408,Overpriced,4.8,1,1,0,10,26,1608
Hyundai EON Era Plus,Hyundai,Jaipur,2015,91000,Petrol,Manual,First,814,55.2,5,21.1,2.5,250000.0,250000.0,91000,2015,0.46237012027567276,Good Deal,5.0,3,1,0,6,9,511
Hyundai i20 1.2 Spotz,Hyundai,Mumbai,2017,14000,Petrol,Manual,First,1197,81.83,5,18.6,5.95,595000.0,595000.0,14000,2017,1.1004408862561013,Fair Price,5.0,3,1,0,9,9,693
Volvo S60 D4 KINETIC,Volvo,Delhi,2014,48000,Diesel,Automatic,Second,1984,181.0,5,9.0,16.0,1600000.0,1600000.0,48000,2014,0.8509345084333688,Fair Price,4.7,1,0,2,4,29,1800
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Delhi,2014,75136,Diesel,Manual,First,1498,89.84,5,22.7,6.15,615000.0,615000.0,75136,2014,0.8811532332344041,Fair Price,5.0,1,1,0,4,7,250
Maruti Ritz VXI,Maruti,Hyderabad,2014,32500,Petrol,Manual,Second,1197,85.8,5,21.1,4.05,405000.0,405000.0,32500,2014,0.8740985621418311,Fair Price,4.6,3,1,2,5,17,1057
Hyundai i20 1.4 CRDi Magna,Hyundai,Hyderabad,2010,94500,Diesel,Manual,Second,1396,90.0,5,21.9,3.1,310000.0,310000.0,94500,2010,0.5733389491418343,Good Deal,4.9,1,1,2,5,9,700
Maruti Dzire VXI,Maruti,Hyderabad,2013,34900,Petrol,Manual,First,1197,81.8,5,22.0,5.49,549000.0,549000.0,34900,2013,1.1848891620144824,Overpriced,5.0,3,1,0,5,17,1012
Porsche Panamera 2010 2013 4S,Porsche,Coimbatore,2010,42400,Petrol,Automatic,Third,4806,394.3,4,8.0,42.91,4291000.0,4291000.0,42400,2010,0.8875176669309525,Fair Price,4.3,3,0,3,3,22,1373
Maruti Swift VDi BSIII W/ ABS,Maruti,Jaipur,2015,50000,Diesel,Manual,First,1248,75.0,5,17.8,5.7,570000.0,570000.0,50000,2015,1.2302127911625773,Overpriced,4.9,1,1,0,6,17,1123
Honda Brio S MT,Honda,Kolkata,2014,35000,Petrol,Manual,First,1198,86.8,5,19.4,2.85,285000.0,285000.0,35000,2014,0.5208282057592911,Good Deal,5.0,3,1,0,8,8,378
Chevrolet Beat LS,Chevrolet,Bangalore,2012,37000,Petrol,Manual,Second,1199,79.4,5,18.6,2.35,235000.0,235000.0,37000,2012,0.7686436982119494,Good Deal,4.5,3,1,2,1,3,166
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Coimbatore,2018,32807,Petrol,Automatic,First,1591,121.3,5,13.0,14.76,1476000.0,1476000.0,32807,2018,2.729833190107572,Overpriced,4.9,3,0,0,3,9,502
Honda City ZX GXi,Honda,Pune,2008,119000,Petrol,Manual,Second,1497,78.0,5,17.7,2.25,225000.0,225000.0,119000,2008,0.41118016244154565,Good Deal,3.6,3,1,2,10,8,416
Maruti Ritz LXi,Maruti,Mumbai,2016,12000,Petrol,Manual,First,1197,85.8,5,18.5,3.65,365000.0,365000.0,12000,2016,0.7877678399549837,Good Deal,5.0,3,1,0,9,17,1054
Ford EcoSport 1.5 TDCi Trend,Ford,Delhi,2016,46727,Diesel,Manual,First,1498,98.59,5,22.77,7.25,725000.0,725000.0,46727,2016,1.038757876577143,Fair Price,4.8,1,1,0,4,7,238
BMW 3 Series 320d,BMW,Hyderabad,2010,73336,Diesel,Automatic,First,1995,170.0,5,13.2,10.69,1069000.0,1069000.0,73336,2010,0.4227293801078152,Good Deal,5.0,1,0,0,5,1,72
Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,2014,9000,Petrol,Manual,Second,1591,121.3,5,17.01,5.5,550000.0,550000.0,9000,2014,1.0172142646064801,Fair Price,4.6,3,1,2,9,9,611
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Chennai,2005,240000,Diesel,Manual,Fourth,2494,102.0,8,12.8,5.1,509999.99999999994,509999.99999999994,240000,2005,0.4338919058482923,Good Deal,2.2,1,1,1,2,27,1695
Maruti Wagon R LXI,Maruti,Mumbai,2014,25422,Petrol,Manual,First,998,67.04,5,22.5,3.25,325000.0,325000.0,25422,2014,0.7014371177681361,Good Deal,5.0,3,1,0,9,17,1155
Maruti Ertiga VDI,Maruti,Mumbai,2018,14000,Diesel,Manual,First,1248,88.5,7,25.47,9.25,925000.0,925000.0,14000,2018,1.996397950570849,Overpriced,5.0,1,1,0,9,17,1025
Maruti Alto LXi BSIII,Maruti,Hyderabad,2008,66000,Petrol,Manual,First,796,46.3,5,19.7,1.7,170000.0,170000.0,66000,2008,0.36690556929410195,Good Deal,4.6,3,1,0,5,17,939
Maruti A-Star Vxi,Maruti,Kochi,2010,55324,Petrol,Manual,First,998,66.1,5,19.0,2.87,287000.0,287000.0,55324,2010,0.619422931690631,Good Deal,4.9,3,1,0,7,17,917
Mahindra KUV 100 G80 K6 Plus 5Str,Mahindra,Kolkata,2017,43000,Petrol,Manual,First,1198,82.0,5,18.15,4.5,450000.0,450000.0,43000,2017,0.5573614999263298,Good Deal,5.0,3,1,0,8,16,808
Hyundai i10 Magna AT,Hyundai,Bangalore,2008,58483,Petrol,Automatic,Second,1197,80.0,5,19.2,2.95,295000.0,295000.0,58483,2008,0.545596741925294,Good Deal,4.4,3,0,2,1,9,675
Honda Civic 2006-2010 1.8 S AT,Honda,Pune,2007,93000,Petrol,Automatic,Second,1799,130.0,5,12.9,2.6,260000.0,260000.0,93000,2007,0.47514152104356383,Good Deal,4.3,3,0,2,10,8,446
Hyundai i10 Sportz 1.2,Hyundai,Hyderabad,2010,50000,Petrol,Manual,First,1197,78.9,5,20.36,3.0,300000.0,300000.0,50000,2010,0.5548441443308073,Good Deal,5.0,3,1,0,5,9,681
Mercedes-Benz New C-Class C 220 CDI Elegance AT,MercedesBenz,Ahmedabad,2014,78616,Diesel,Automatic,Second,2143,170.0,5,14.84,15.5,1550000.0,1550000.0,78616,2014,0.5709299397237317,Good Deal,4.8,1,0,2,0,18,1274
Toyota Etios G,Toyota,Pune,2011,37000,Petrol,Manual,First,1496,88.73,5,17.6,2.8,280000.0,280000.0,37000,2011,0.23821516399514087,Good Deal,5.0,3,1,0,10,27,1653
Honda City 1.5 E MT,Honda,Kolkata,2010,54801,Petrol,Manual,First,1497,118.0,5,17.0,2.5,250000.0,250000.0,54801,2010,0.45686684715727294,Good Deal,4.9,3,1,0,8,8,396
Maruti Swift Dzire VDI,Maruti,Bangalore,2014,29000,Diesel,Manual,First,1248,74.0,5,23.4,5.75,575000.0,575000.0,29000,2014,1.2410041314359332,Overpriced,5.0,1,1,0,1,17,1095
Maruti Swift VXI,Maruti,Pune,2010,68000,Petrol,Manual,First,1197,81.8,5,22.0,2.8,280000.0,280000.0,68000,2010,0.6043150553079326,Good Deal,5.0,3,1,0,10,17,1125
Hyundai Verna 1.6 EX VTVT,Hyundai,Kolkata,2014,58000,Petrol,Manual,First,1591,121.3,5,17.01,4.59,459000.0,459000.0,58000,2014,0.8489115408261352,Good Deal,4.8,3,1,0,8,9,607
Maruti Ritz VDi,Maruti,Pune,2012,64290,Diesel,Manual,First,1248,73.94,5,23.2,3.65,365000.0,365000.0,64290,2012,0.7877678399549837,Good Deal,4.9,1,1,0,10,17,1056
Toyota Fortuner 4x2 Manual,Toyota,Mumbai,2015,31000,Diesel,Manual,First,2982,168.5,7,13.0,19.85,1985000.0000000002,1985000.0000000002,31000,2015,1.688775359036981,Overpriced,4.9,1,1,0,9,27,1680
Jeep Compass 2.0 Limited,Jeep,Pune,2018,16039,Diesel,Manual,First,1956,170.0,5,17.1,18.5,1850000.0,1850000.0,16039,2018,0.9883182562860604,Fair Price,4.9,1,1,0,10,13,764
Hyundai i20 Asta Option 1.2,Hyundai,Hyderabad,2017,19860,Petrol,Manual,First,1197,81.83,5,18.6,6.95,695000.0,695000.0,19860,2017,1.2853889343663705,Overpriced,5.0,3,1,0,5,9,728
Maruti Wagon R LXI CNG,Maruti,Delhi,2014,48500,CNG,Manual,Second,998,58.16,5,26.6,2.85,285000.0,285000.0,48500,2014,0.6151063955812887,Good Deal,4.8,0,1,2,4,17,1159
Tata New Safari DICOR 2.2 EX 4x4 BS IV,Tata,Jaipur,2012,75391,Diesel,Manual,First,2179,138.0,7,13.93,3.75,375000.0,375000.0,75391,2012,1.0399302924685558,Fair Price,5.0,1,1,0,6,26,1575
Maruti Swift Dzire LDi,Maruti,Jaipur,2008,78000,Diesel,Manual,Second,1248,73.9,5,19.3,2.3,229999.99999999997,229999.99999999997,78000,2008,0.49640165257437324,Good Deal,4.3,1,1,2,6,17,1090
Tata Indigo eCS eLS BS IV,Tata,Kolkata,2016,78000,Diesel,Manual,First,1396,69.01,5,25.0,2.3,229999.99999999997,229999.99999999997,78000,2016,0.6378239127140476,Good Deal,4.9,1,1,0,8,26,1548
Maruti Swift LDI,Maruti,Hyderabad,2016,52000,Diesel,Manual,First,1248,74.0,5,28.4,5.95,595000.0,595000.0,52000,2016,1.284169492529357,Overpriced,5.0,1,1,0,5,17,1107
Maruti Celerio VXI AT,Maruti,Kolkata,2016,30000,Petrol,Automatic,First,998,67.04,5,23.1,3.49,349000.0,349000.0,30000,2016,0.7532355510802446,Good Deal,5.0,3,0,0,8,17,971
BMW 5 Series 2013-2017 530d M Sport,BMW,Coimbatore,2016,19254,Diesel,Automatic,First,2993,258.0,5,14.69,47.7,4770000.0,4770000.0,19254,2016,1.886266738179868,Overpriced,5.0,1,0,0,3,1,106
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Coimbatore,2015,29651,Petrol,Manual,First,1198,74.0,5,16.47,6.43,643000.0,643000.0,29651,2015,1.2119767811800297,Overpriced,5.0,3,1,0,3,28,1756
Tata Safari DICOR 2.2 LX 4x2,Tata,Bangalore,2011,80000,Diesel,Manual,First,2179,138.03,7,13.93,4.5,450000.0,450000.0,80000,2011,1.247916350962267,Overpriced,4.9,1,1,0,1,26,1582
Mini Cooper S Carbon Edition,Mini,Kolkata,2018,2971,Petrol,Automatic,First,1598,181.0,4,13.6,39.75,3975000.0,3975000.0,2971,2018,1.4778642109477775,Overpriced,5.0,3,0,0,8,19,1305
Ford Figo Petrol Titanium,Ford,Kolkata,2015,21400,Petrol,Manual,First,1196,70.0,5,15.6,4.0,400000.0,400000.0,21400,2015,0.5731077939735961,Good Deal,4.9,3,1,0,8,7,323
Honda City i DTEC V,Honda,Ahmedabad,2015,77000,Diesel,Manual,First,1498,98.6,5,26.0,6.98,698000.0,698000.0,77000,2015,1.275572237263106,Overpriced,4.9,1,1,0,0,8,420
Hyundai Tucson CRDi,Hyundai,Delhi,2006,80000,Diesel,Manual,Second,1991,112.0,7,12.6,1.75,175000.0,175000.0,80000,2006,0.32365908419297096,Good Deal,4.3,1,1,2,4,9,592
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Delhi,2013,81755,Diesel,Manual,First,1968,108.5,5,20.0,4.75,475000.0,475000.0,81755,2013,0.6201379715250257,Good Deal,4.9,1,1,0,4,24,1433
Toyota Fortuner 3.0 Diesel,Toyota,Hyderabad,2016,99593,Diesel,Manual,First,2982,171.0,7,11.5,23.5,2350000.0,2350000.0,99593,2016,1.9993058406735038,Overpriced,5.0,1,1,0,5,27,1675
Hyundai Verna 1.6 SX,Hyundai,Hyderabad,2014,39791,Diesel,Manual,First,1582,126.32,5,22.32,7.49,749000.0,749000.0,39791,2014,1.3852608803459157,Overpriced,5.0,1,1,0,5,9,608
Mahindra XUV500 W6 2WD,Mahindra,Hyderabad,2015,113000,Diesel,Manual,First,2179,140.0,7,15.1,10.85,1085000.0,1085000.0,113000,2015,1.3438605053779284,Overpriced,4.7,1,1,0,5,16,890
Renault KWID RXT,Renault,Mumbai,2017,24000,Petrol,Manual,First,799,53.3,5,25.17,3.5,350000.0,350000.0,24000,2017,0.6035487477106772,Good Deal,5.0,3,1,0,9,23,1408
Hyundai i20 Asta 1.2,Hyundai,Bangalore,2015,39000,Petrol,Manual,Second,1197,81.83,5,18.6,6.3,630000.0,630000.0,39000,2015,1.1651727030946954,Overpriced,4.9,3,1,2,1,9,725
Honda City V AT,Honda,Bangalore,2012,37000,Petrol,Automatic,First,1497,116.3,5,15.6,6.75,675000.0,675000.0,37000,2012,1.233540487324637,Overpriced,5.0,3,0,0,1,8,410
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Coimbatore,2017,61108,Diesel,Automatic,First,3198,197.0,7,10.91,28.88,2888000.0,2888000.0,61108,2017,4.137838272489364,Overpriced,4.8,1,0,0,3,7,262
Skoda Superb Elegance 1.8 TSI AT,Skoda,Kochi,2016,61648,Petrol,Automatic,First,1798,157.75,5,13.7,14.23,1423000.0,1423000.0,61648,2016,1.8578028073265507,Overpriced,5.0,3,0,0,7,24,1495
BMW 3 Series 320d Sport,BMW,Mumbai,2012,37000,Diesel,Automatic,Third,1995,190.0,5,22.69,15.0,1500000.0,1500000.0,37000,2012,0.5931656409370654,Good Deal,4.5,1,0,3,9,1,82
Maruti Ertiga VXI CNG,Maruti,Mumbai,2013,53000,CNG,Manual,First,1373,80.9,7,22.8,5.8,580000.0,580000.0,53000,2013,1.251795471709289,Overpriced,5.0,0,1,0,9,17,1029
Maruti Ritz LDi,Maruti,Jaipur,2013,65000,Diesel,Manual,First,1248,73.94,5,23.2,3.75,375000.0,375000.0,65000,2013,0.8093505205016955,Good Deal,4.9,1,1,0,6,17,1052
Hyundai Santro Xing XP,Hyundai,Jaipur,2005,120000,Petrol,Manual,First,1086,74.0,5,0.0,1.15,114999.99999999999,114999.99999999999,120000,2005,0.21269025532680946,Good Deal,4.0,3,1,0,6,9,584
Toyota Fortuner 3.0 Diesel,Toyota,Jaipur,2011,148009,Diesel,Manual,Second,2982,171.0,7,11.5,12.75,1275000.0,1275000.0,148009,2011,1.0847297646207308,Fair Price,4.4,1,1,2,6,27,1675
Maruti Swift Lxi BSIII,Maruti,Mumbai,2009,53001,Petrol,Manual,First,1298,88.2,5,16.1,1.95,195000.0,195000.0,53001,2009,0.42086227066088167,Good Deal,4.4,3,1,0,9,17,1117
Tata Tigor 1.2 Revotron XT,Tata,Mumbai,2018,22345,Petrol,Manual,First,1199,84.0,5,20.3,4.95,495000.0,495000.0,22345,2018,1.3727079860584939,Overpriced,5.0,3,1,0,9,26,1600
Honda City i VTEC CVT VX,Honda,Delhi,2015,50000,Petrol,Automatic,First,1497,117.3,5,18.0,8.25,825000.0,825000.0,50000,2015,1.5076605956190006,Overpriced,4.9,3,0,0,4,8,429
BMW 3 Series 320d,BMW,Hyderabad,2013,48183,Diesel,Automatic,First,1995,170.0,5,13.2,20.99,2099000.0,2099000.0,48183,2013,0.8300364535512667,Good Deal,5.0,1,0,0,5,1,72
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,MercedesBenz,Hyderabad,2010,93000,Diesel,Automatic,Second,2143,203.0,5,14.21,17.5,1750000.0,1750000.0,93000,2010,0.644598319042923,Good Deal,4.6,1,0,2,5,18,1208
Maruti Swift VDI,Maruti,Kochi,2015,53500,Diesel,Manual,First,1248,74.0,5,28.4,5.36,536000.0,536000.0,53500,2015,1.1568316773037568,Overpriced,5.0,1,1,0,7,17,1119
Maruti Ertiga VXI,Maruti,Delhi,2014,17585,Petrol,Manual,First,1373,93.7,7,16.02,6.35,635000.0,635000.0,17585,2014,1.3705002147162044,Overpriced,4.8,3,1,0,4,17,1027
Hyundai Verna 1.6 VTVT,Hyundai,Kolkata,2011,36226,Petrol,Manual,First,1591,121.3,5,17.01,2.95,295000.0,295000.0,36226,2011,0.545596741925294,Good Deal,5.0,3,1,0,8,9,615
Land Rover Discovery Sport TD4 HSE,Land,Coimbatore,2019,25899,Diesel,Automatic,First,2179,147.5,5,12.63,55.7,5570000.0,5570000.0,25899,2019,1.4768379985606608,Overpriced,5.0,1,0,0,3,15,777
Hyundai Santro Xing GL,Hyundai,Kolkata,2009,60170,Petrol,Manual,First,1086,62.0,5,0.0,1.15,114999.99999999999,114999.99999999999,60170,2009,0.21269025532680946,Good Deal,4.7,3,1,0,8,9,571
Mercedes-Benz New C-Class C 220 CDI Style,MercedesBenz,Hyderabad,2017,11200,Diesel,Automatic,First,2143,167.62,5,19.27,37.5,3750000.0,3750000.0,11200,2017,1.3812821122348349,Overpriced,5.0,1,0,0,5,18,1275
Hyundai i10 Magna 1.2,Hyundai,Kochi,2017,49045,Petrol,Manual,First,1197,78.9,5,20.36,4.07,407000.0,407000.0,49045,2017,0.7527385558087953,Good Deal,4.9,3,1,0,7,9,673
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Kolkata,2012,45000,Diesel,Manual,First,1199,73.9,5,22.07,2.99,299000.0,299000.0,45000,2012,0.5635786276404805,Good Deal,4.9,1,1,0,8,28,1762
Maruti Vitara Brezza VDi Option,Maruti,Delhi,2017,40000,Diesel,Manual,First,1248,88.5,5,24.3,7.9,790000.0,790000.0,40000,2017,1.7050317631902387,Overpriced,4.8,1,1,0,4,17,1140
Renault Duster 85PS Diesel RxL,Renault,Mumbai,2016,36600,Diesel,Manual,First,1461,83.8,5,19.87,7.49,749000.0,749000.0,36600,2016,1.2915943201008493,Overpriced,4.9,1,1,0,9,23,1389
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Jaipur,2009,117000,Diesel,Manual,First,1248,75.0,5,18.0,1.1,110000.00000000001,110000.00000000001,117000,2009,0.3050462191241098,Good Deal,3.8,1,1,0,6,26,1525
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,MercedesBenz,Delhi,2016,16000,Diesel,Automatic,First,2987,254.8,7,11.3,56.0,5600000.0,5600000.0,16000,2016,2.0627146209373537,Overpriced,4.8,1,0,0,4,18,1233
Hyundai Xcent 1.2 CRDi S,Hyundai,Mumbai,2016,50000,Diesel,Manual,First,1186,73.97,5,25.4,3.5,350000.0,350000.0,50000,2016,0.6473181683859419,Good Deal,5.0,1,1,0,9,9,649
Hyundai Verna CRDi SX ABS,Hyundai,Hyderabad,2008,150000,Diesel,Manual,First,1493,110.0,5,18.1,3.0,300000.0,300000.0,150000,2008,0.5548441443308073,Good Deal,4.1,1,1,0,5,9,628
Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,2014,11000,Petrol,Manual,First,1591,121.3,5,17.01,6.1,610000.0,610000.0,11000,2014,1.1281830934726416,Fair Price,5.0,3,1,0,9,9,611
Ford Figo Petrol ZXI,Ford,Bangalore,2010,102016,Petrol,Manual,First,1196,70.0,5,15.6,2.25,225000.0,225000.0,102016,2010,0.32237313411014784,Good Deal,4.7,3,1,0,1,7,324
Maruti Swift VDI Optional,Maruti,Chennai,2016,38000,Diesel,Manual,First,1248,74.0,5,25.2,5.95,595000.0,595000.0,38000,2016,1.284169492529357,Overpriced,5.0,1,1,0,2,17,1122
Renault Pulse RxL,Renault,Hyderabad,2013,71491,Diesel,Manual,First,1461,63.12,5,23.08,4.95,495000.0,495000.0,71491,2013,0.8535903717622435,Fair Price,5.0,1,1,0,5,23,1414
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Bangalore,2015,46354,Petrol,Manual,Second,1198,74.0,5,16.47,5.49,549000.0,549000.0,46354,2015,1.0347982159686413,Fair Price,4.7,3,1,2,1,28,1756
BMW 3 Series 320d Luxury Line,BMW,Delhi,2019,87000,Diesel,Automatic,First,1995,190.0,5,22.69,6.67,667000.0,667000.0,87000,2019,0.2637609883366817,Good Deal,4.8,1,0,0,4,1,77
Skoda Rapid 1.6 MPI Active,Skoda,Ahmedabad,2015,20765,Petrol,Manual,First,1598,103.52,5,15.0,6.25,625000.0,625000.0,20765,2015,0.8159710151645074,Good Deal,5.0,3,1,0,0,24,1474
