brand,model,year,price,mileage,fuel_type,transmission,engine_size,car_type,seats,rating,city,source
Honda,Elevate,2023,961855,5118,Petrol,Manual,1.5,Sedan,5,3.9,Surat,gujarat
Tata,Tigor EV,2024,966913,6199,Electric,Manual,0.0,Sedan,5,4.0,Gandhinagar,gujarat
BMW,3 Series,2016,366235,109722,Petrol,Automatic,1.0,Sedan,4,3.3,Ahmedabad,gujarat
Mercedes,C-Class,2021,775669,29836,Diesel,Manual,1.2,Sedan,4,3.0,Ahmedabad,gujarat
Renault,Kwid,2014,470567,63405,Petrol,Manual,1.0,Hatchback,4,3.2,Ahmedabad,gujarat
Ford,EcoSport,2017,460838,90082,Diesel,Manual,1.2,Sedan,5,3.9,Gandhinagar,gujarat
Maruti Suzuki,Wagon R,2013,579380,153378,Petrol,Manual,1.2,Sedan,5,3.4,Gandhinagar,gujarat
Honda,Amaze,2012,880527,75985,Petrol,Automatic,1.2,Sedan,5,3.4,Jamnagar,gujarat
Hyundai,Verna,2022,1408024,16830,Diesel,Manual,1.5,Sedan,5,4.5,Bhavnagar,gujarat
Renault,Kwid,2016,478332,103075,Petrol,Automatic,1.0,Hatchback,4,4.9,Surat,gujarat
Mercedes,C-Class,2017,547936,36974,Diesel,Manual,1.2,Sedan,4,4.6,Ahmedabad,gujarat
Maruti Suzuki,Dzire,2024,731260,7786,Petrol,Manual,1.2,Sedan,5,3.2,Bhavnagar,gujarat
Toyota,Innova Crysta,2012,1961395,106598,Diesel,Automatic,2.4,MPV,7,3.6,Bhavnagar,gujarat
Mercedes,C-Class,2024,1032100,7187,Petrol,Manual,2.0,Sedan,4,3.3,Ahmedabad,gujarat
Ford,Figo,2019,615628,61636,Diesel,Manual,1.5,Sedan,5,3.4,Vadodara,gujarat
Toyota,Urban Cruiser,2023,1242682,14808,Petrol,Manual,1.6,Sedan,5,4.6,Bhavnagar,gujarat
Toyota,Urban Cruiser,2021,1102627,40425,Diesel,Automatic,2.0,Sedan,5,4.7,Gandhinagar,gujarat
BMW,3 Series,2017,599283,43302,CNG,Automatic,1.0,Sedan,4,4.0,Rajkot,gujarat
Renault,Kwid,2021,507427,24277,Diesel,Manual,1.0,Hatchback,4,3.1,Surat,gujarat
Tata,Nexon,2020,1050924,27015,Petrol,Manual,1.2,SUV,5,4.1,Jamnagar,gujarat
BMW,3 Series,2012,178930,108018,Diesel,Manual,1.0,Sedan,4,4.3,Gandhinagar,gujarat
Hyundai,Grand i10,2024,995307,994,Diesel,Automatic,1.2,Sedan,5,4.6,Gandhinagar,gujarat
Maruti Suzuki,Ertiga,2021,822339,23710,Petrol,Manual,1.2,MPV,7,3.2,Surat,gujarat
Renault,Kwid,2013,539371,150049,Petrol,Manual,1.0,Hatchback,4,4.1,Surat,gujarat
Renault,Triber,2020,753793,47209,Petrol,Manual,1.2,MPV,7,4.3,Jamnagar,gujarat
Mercedes,C-Class,2013,269644,76864,Diesel,Manual,1.5,Sedan,4,3.3,Bhavnagar,gujarat
Ford,Endeavour,2017,2493722,77553,Diesel,Manual,2.0,SUV,5,4.1,Surat,gujarat
Kia,Carens,2023,1233654,12412,CNG,Manual,1.6,MPV,7,4.2,Bhavnagar,gujarat
Tata,Safari,2021,1725258,24841,Diesel,Manual,2.0,Sedan,7,3.2,Rajkot,gujarat
Toyota,Fortuner,2014,4220869,84732,Diesel,Manual,2.8,SUV,7,4.1,Surat,gujarat
Hyundai,Exter,2024,956662,7905,Petrol,Automatic,1.5,Sedan,5,4.2,Ahmedabad,gujarat
BMW,3 Series,2012,225534,155786,Petrol,Automatic,1.2,Sedan,4,3.7,Gandhinagar,gujarat
Kia,Carnival,2013,417716,155976,Diesel,Automatic,1.0,MPV,8,4.3,Jamnagar,gujarat
Kia,Seltos,2021,1041397,32182,Petrol,Manual,1.5,Sedan,5,3.3,Jamnagar,gujarat
Kia,Carnival,2024,1305399,9750,Diesel,Manual,1.6,MPV,8,3.3,Vadodara,gujarat
Hyundai,Grand i10,2021,727463,39422,Diesel,Manual,1.2,Sedan,5,4.0,Gandhinagar,gujarat
Tata,Tiago,2019,627889,61654,Petrol,Manual,1.2,Hatchback,5,3.5,Vadodara,gujarat
Kia,Carens,2024,1242743,9437,Petrol,Manual,1.6,MPV,7,3.4,Vadodara,gujarat
BMW,3 Series,2024,962184,4994,CNG,Manual,1.2,Sedan,4,4.2,Rajkot,gujarat
Maruti Suzuki,Ertiga,2015,447831,71173,Petrol,Automatic,1.0,MPV,7,3.2,Ahmedabad,gujarat
Mahindra,XUV300,2014,576800,87707,Petrol,Automatic,1.2,Sedan,5,3.9,Ahmedabad,gujarat
Toyota,Fortuner,2023,3427402,13814,Diesel,Automatic,2.8,SUV,7,4.4,Jamnagar,gujarat
Maruti Suzuki,Alto,2021,488097,44689,Petrol,Manual,1.0,Hatchback,4,4.6,Bhavnagar,gujarat
Honda,City,2019,969832,67910,Petrol,Manual,1.5,Sedan,5,4.7,Ahmedabad,gujarat
Honda,Elevate,2024,991899,3787,Diesel,Automatic,1.2,Sedan,5,4.0,Bhavnagar,gujarat
Renault,Kwid,2014,520058,76066,Diesel,Automatic,1.0,Hatchback,4,4.8,Vadodara,gujarat
Toyota,Urban Cruiser,2024,1247408,2572,Petrol,Manual,1.6,Sedan,5,3.5,Bhavnagar,gujarat
Honda,City,2022,930897,18443,CNG,Automatic,1.5,Sedan,5,3.7,Rajkot,gujarat
Mercedes,C-Class,2013,200096,150668,Diesel,Manual,1.5,Sedan,4,4.4,Rajkot,gujarat
Mahindra,XUV300,2014,578944,105897,CNG,Manual,1.5,Sedan,5,3.3,Jamnagar,gujarat
Tata,Tiago EV,2024,961102,3314,Electric,Automatic,0.0,Hatchback,5,4.8,Rajkot,gujarat
Tata,Tigor EV,2022,817888,20403,Electric,Automatic,0.0,Sedan,5,3.4,Gandhinagar,gujarat
Tata,Nexon,2022,1168083,23567,Petrol,Automatic,1.2,SUV,5,3.3,Surat,gujarat
Hyundai,Creta,2017,1641709,38433,Diesel,Manual,1.5,SUV,5,3.5,Ahmedabad,gujarat
Toyota,Innova Crysta,2023,2326725,12808,Diesel,Manual,2.4,MPV,7,4.7,Rajkot,gujarat
Ford,EcoSport,2014,328658,75330,Petrol,Automatic,1.0,Sedan,5,4.9,Rajkot,gujarat
Mahindra,Scorpio N,2022,1216323,16646,Petrol,Manual,2.2,SUV,5,4.4,Gandhinagar,gujarat
Ford,EcoSport,2018,542482,56533,Diesel,Automatic,1.5,Sedan,5,3.6,Bhavnagar,gujarat
BMW,3 Series,2020,755193,27164,Petrol,Automatic,1.0,Sedan,4,4.0,Rajkot,gujarat
Maruti Suzuki,Dzire,2018,675845,63824,Petrol,Manual,1.2,Sedan,5,3.9,Rajkot,gujarat
Honda,Elevate,2023,891643,13470,Petrol,Manual,1.0,Sedan,5,4.4,Ahmedabad,gujarat
Tata,Tiago EV,2024,949734,8952,Electric,Manual,0.0,Hatchback,5,3.4,Bhavnagar,gujarat
Mahindra,Bolero,2013,566477,87778,Diesel,Automatic,1.0,Sedan,5,4.4,Ahmedabad,gujarat
Hyundai,i20,2023,990286,12362,Petrol,Automatic,1.2,Hatchback,5,3.8,Rajkot,gujarat
Maruti Suzuki,Ertiga,2014,336120,93934,Diesel,Automatic,1.0,MPV,7,4.7,Surat,gujarat
Maruti Suzuki,Alto,2016,466983,80569,Petrol,Manual,1.0,Hatchback,4,3.0,Gandhinagar,gujarat
Honda,City,2019,1469902,57612,Diesel,Manual,1.5,Sedan,5,4.2,Rajkot,gujarat
Ford,Endeavour,2019,2718802,30203,Diesel,Manual,2.0,SUV,5,3.1,Surat,gujarat
Maruti Suzuki,Brezza,2017,539054,39813,Diesel,Manual,1.5,Sedan,5,3.6,Ahmedabad,gujarat
Maruti Suzuki,Swift,2018,749097,41681,Diesel,Manual,1.2,Hatchback,5,4.9,Jamnagar,gujarat
BMW,3 Series,2012,245229,72206,Petrol,Automatic,1.0,Sedan,4,4.5,Gandhinagar,gujarat
Renault,Kwid,2016,431987,101710,Diesel,Manual,1.0,Hatchback,4,4.0,Jamnagar,gujarat
Mahindra,XUV300,2012,575890,74326,Diesel,Manual,1.0,Sedan,5,4.0,Jamnagar,gujarat
BMW,3 Series,2018,551482,69901,Petrol,Manual,1.5,Sedan,4,3.7,Surat,gujarat
BMW,3 Series,2020,709553,52619,Diesel,Automatic,1.0,Sedan,4,4.4,Surat,gujarat
Maruti Suzuki,Swift,2012,661827,120933,Diesel,Manual,1.2,Hatchback,5,3.8,Vadodara,gujarat
Toyota,Camry,2024,1244480,3478,Hybrid,Manual,2.5,Sedan,5,3.6,Bhavnagar,gujarat
Toyota,Innova Crysta,2013,2157943,144893,Diesel,Manual,2.4,MPV,7,3.7,Vadodara,gujarat
Mercedes,C-Class,2019,729626,27330,Petrol,Manual,1.2,Sedan,4,4.8,Bhavnagar,gujarat
Toyota,Urban Cruiser,2024,1316298,917,Petrol,Automatic,2.0,Sedan,5,4.1,Surat,gujarat
BMW,3 Series,2024,946678,5793,CNG,Manual,1.0,Sedan,4,3.7,Rajkot,gujarat
Mercedes,C-Class,2021,781061,34847,Petrol,Manual,1.2,Sedan,4,4.4,Vadodara,gujarat
Maruti Suzuki,Wagon R,2018,674592,35688,Petrol,Automatic,1.2,Sedan,5,4.1,Surat,gujarat
Hyundai,Venue,2019,1132665,38244,Diesel,Automatic,1.0,Sedan,5,3.7,Rajkot,gujarat
Renault,Kiger,2024,957781,5363,Diesel,Manual,1.5,Sedan,5,4.4,Surat,gujarat
Mahindra,Scorpio N,2012,460801,120210,Diesel,Manual,2.2,SUV,5,4.9,Jamnagar,gujarat
BMW,3 Series,2017,414047,96194,Petrol,Automatic,1.5,Sedan,4,3.6,Bhavnagar,gujarat
Honda,Elevate,2023,905287,10257,Petrol,Manual,1.2,Sedan,5,4.5,Jamnagar,gujarat
Hyundai,Venue,2020,960010,30321,Petrol,Manual,1.0,Sedan,5,3.4,Vadodara,gujarat
Renault,Kiger,2016,525321,58554,Diesel,Manual,1.0,Sedan,5,3.1,Bhavnagar,gujarat
Toyota,Camry,2019,960049,28324,Hybrid,Automatic,2.5,Sedan,5,3.8,Ahmedabad,gujarat
Kia,Carnival,2014,543134,142363,Diesel,Manual,1.5,MPV,8,4.4,Bhavnagar,gujarat
Toyota,Glanza,2021,1041971,41785,Diesel,Manual,1.5,Sedan,5,4.9,Gandhinagar,gujarat
Ford,Figo,2014,417566,62178,Petrol,Manual,1.5,Sedan,5,4.3,Gandhinagar,gujarat
Ford,Endeavour,2015,2369837,74333,Diesel,Manual,2.0,SUV,5,4.4,Jamnagar,gujarat
Toyota,Glanza,2022,1101966,25974,Petrol,Manual,1.6,Sedan,5,4.7,Vadodara,gujarat
Toyota,Camry,2021,1128577,19174,Hybrid,Automatic,2.5,Sedan,5,4.6,Bhavnagar,gujarat
Ford,Endeavour,2021,2774270,28547,Diesel,Manual,2.0,SUV,5,3.7,Gandhinagar,gujarat
BMW,3 Series,2024,1010345,7132,Diesel,Manual,1.5,Sedan,4,4.3,Ahmedabad,gujarat
BMW,3 Series,2013,228128,132616,Petrol,Manual,1.2,Sedan,4,3.4,Rajkot,gujarat
Hyundai,Verna,2013,1397316,144850,Petrol,Manual,1.5,Sedan,5,4.6,Bhavnagar,gujarat
Mercedes,C-Class,2024,1031623,2403,Petrol,Manual,2.0,Sedan,4,4.2,Surat,gujarat
Mahindra,Scorpio N,2017,825747,74286,Diesel,Manual,2.2,SUV,5,5.0,Bhavnagar,gujarat
Maruti Suzuki,Dzire,2020,804237,46489,Petrol,Automatic,1.2,Sedan,5,4.4,Gandhinagar,gujarat
Toyota,Innova Crysta,2016,2252686,44087,Diesel,Manual,2.4,MPV,7,3.8,Rajkot,gujarat
Renault,Kwid,2022,436456,15682,Petrol,Manual,1.0,Hatchback,4,3.3,Gandhinagar,gujarat
Mercedes,C-Class,2014,356403,51520,Diesel,Manual,1.2,Sedan,4,4.3,Surat,gujarat
Hyundai,Creta,2021,1729169,43185,Diesel,Manual,1.5,SUV,5,4.1,Rajkot,gujarat
Kia,Carens,2022,1173675,16088,Diesel,Manual,1.5,MPV,7,4.4,Vadodara,gujarat
Kia,Carens,2022,1202468,11240,Petrol,Manual,1.6,MPV,7,4.9,Ahmedabad,gujarat
Tata,Nexon EV,2022,867757,25235,Electric,Automatic,0.0,SUV,5,3.5,Jamnagar,gujarat
Mercedes,C-Class,2022,870973,27668,Petrol,Manual,1.2,Sedan,4,4.1,Ahmedabad,gujarat
Ford,Endeavour,2020,2723230,50751,Diesel,Manual,2.0,SUV,5,3.1,Bhavnagar,gujarat
Honda,Elevate,2024,1030483,1006,Petrol,Manual,2.0,Sedan,5,5.0,Gandhinagar,gujarat
BMW,3 Series,2016,353814,103538,Petrol,Manual,1.2,Sedan,4,3.5,Bhavnagar,gujarat
Honda,Amaze,2016,808484,41861,Diesel,Automatic,1.2,Sedan,5,4.3,Vadodara,gujarat
Tata,Safari,2022,2338202,25889,Diesel,Manual,2.0,Sedan,7,4.7,Gandhinagar,gujarat
Kia,Carnival,2015,594695,131594,Diesel,Manual,1.5,MPV,8,4.5,Vadodara,gujarat
Maruti Suzuki,Brezza,2016,446884,55203,Petrol,Manual,1.2,Sedan,5,4.0,Gandhinagar,gujarat
Renault,Kwid,2018,502254,74794,Petrol,Manual,1.0,Hatchback,4,3.6,Gandhinagar,gujarat
Ford,Endeavour,2022,2878501,20344,Diesel,Manual,2.0,SUV,5,4.9,Rajkot,gujarat
BMW,3 Series,2017,494007,70432,Diesel,Manual,1.5,Sedan,4,3.8,Gandhinagar,gujarat
Mercedes,C-Class,2023,896549,14645,Diesel,Manual,1.0,Sedan,4,3.6,Ahmedabad,gujarat
Mercedes,C-Class,2013,340903,56567,Petrol,Manual,1.2,Sedan,4,3.7,Jamnagar,gujarat
Honda,Amaze,2015,1074742,49461,Petrol,Automatic,1.2,Sedan,5,4.4,Ahmedabad,gujarat
Hyundai,Verna,2014,1593566,99277,Diesel,Manual,1.5,Sedan,5,3.5,Rajkot,gujarat
Mercedes,C-Class,2022,836226,24858,Diesel,Manual,1.5,Sedan,4,4.5,Vadodara,gujarat
Honda,City,2024,965417,1212,Petrol,Manual,1.5,Sedan,5,4.9,Vadodara,gujarat
Tata,Curvv EV,2024,960302,8056,Electric,Manual,0.0,SUV,5,3.2,Bhavnagar,gujarat
Kia,Sonet,2021,1041926,36080,CNG,Automatic,1.0,Sedan,5,3.1,Jamnagar,gujarat
Honda,Amaze,2012,828042,177507,Diesel,Manual,1.5,Sedan,5,3.5,Jamnagar,gujarat
Toyota,Urban Cruiser,2021,1128747,31888,CNG,Manual,1.6,Sedan,5,4.7,Gandhinagar,gujarat
Hyundai,Verna,2015,1505483,45433,Petrol,Manual,1.5,Sedan,5,3.8,Jamnagar,gujarat
Mercedes,C-Class,2017,451545,79572,Diesel,Automatic,1.2,Sedan,4,4.3,Surat,gujarat
Renault,Kwid,2018,478347,73301,Diesel,Automatic,1.0,Hatchback,4,4.0,Jamnagar,gujarat
Ford,Figo,2015,377679,63342,Petrol,Automatic,1.5,Sedan,5,3.5,Rajkot,gujarat
Hyundai,Verna,2022,1559876,20083,CNG,Automatic,1.5,Sedan,5,3.1,Gandhinagar,gujarat
Maruti Suzuki,Alto,2013,524932,82745,Diesel,Automatic,1.0,Hatchback,4,4.5,Surat,gujarat
Hyundai,i20,2023,1142796,7319,Petrol,Automatic,1.2,Hatchback,5,4.4,Surat,gujarat
Maruti Suzuki,Baleno,2022,751009,11637,Petrol,Manual,1.2,Sedan,5,4.6,Ahmedabad,gujarat
Hyundai,Grand i10,2021,798691,41187,Petrol,Automatic,1.2,Sedan,5,3.7,Gandhinagar,gujarat
Mercedes,C-Class,2017,587664,50833,Diesel,Manual,1.0,Sedan,4,4.5,Bhavnagar,gujarat
Tata,Punch EV,2024,981899,1978,Electric,Manual,0.0,Sedan,5,3.7,Surat,gujarat
Ford,EcoSport,2021,784481,16333,Petrol,Automatic,1.5,Sedan,5,3.8,Surat,gujarat
Maruti Suzuki,Alto,2013,397032,55832,CNG,Automatic,1.0,Hatchback,4,3.8,Gandhinagar,gujarat
Ford,Figo,2014,314754,77021,Diesel,Manual,1.2,Sedan,5,3.5,Surat,gujarat
BMW,3 Series,2021,852004,20898,Petrol,Automatic,1.5,Sedan,4,4.7,Vadodara,gujarat
Toyota,Urban Cruiser,2021,1063885,33275,Petrol,Automatic,2.0,Sedan,5,3.7,Gandhinagar,gujarat
Renault,Triber,2015,370111,105845,Diesel,Manual,1.0,MPV,7,3.2,Surat,gujarat
Mercedes,C-Class,2019,647940,36555,Diesel,Manual,1.5,Sedan,4,3.7,Surat,gujarat
Kia,Carens,2023,1180677,12424,Petrol,Manual,1.5,MPV,7,3.3,Ahmedabad,gujarat
Ford,Figo,2013,301841,64287,Diesel,Manual,1.2,Sedan,5,3.8,Jamnagar,gujarat
Mercedes,C-Class,2015,423746,59435,Petrol,Manual,1.2,Sedan,4,4.7,Rajkot,gujarat
Mahindra,Scorpio,2019,936492,63344,Petrol,Manual,2.2,SUV,5,3.4,Vadodara,gujarat
Tata,Curvv EV,2024,973349,5875,Electric,Manual,0.0,SUV,5,4.1,Vadodara,gujarat
Tata,Punch,2024,739758,7513,Diesel,Manual,1.2,Sedan,5,4.6,Jamnagar,gujarat
BMW,3 Series,2021,764107,33112,Petrol,Automatic,1.2,Sedan,4,4.7,Surat,gujarat
BMW,3 Series,2019,614901,43295,Diesel,Automatic,1.0,Sedan,4,3.5,Rajkot,gujarat
BMW,3 Series,2021,835196,19881,Diesel,Manual,1.0,Sedan,4,3.1,Rajkot,gujarat
Renault,Kwid,2018,525637,64807,Diesel,Manual,1.0,Hatchback,4,4.0,Ahmedabad,gujarat
Renault,Kwid,2023,434789,11662,Petrol,Manual,1.0,Hatchback,4,4.0,Vadodara,gujarat
Tata,Curvv EV,2024,995786,7452,Electric,Automatic,0.0,SUV,5,3.4,Gandhinagar,gujarat
Toyota,Urban Cruiser,2021,1096222,43193,Petrol,Automatic,2.0,Sedan,5,3.1,Rajkot,gujarat
Honda,Elevate,2023,968324,6326,Diesel,Automatic,1.0,Sedan,5,4.0,Jamnagar,gujarat
Toyota,Innova Crysta,2013,2287957,105194,Diesel,Manual,2.4,MPV,7,4.1,Gandhinagar,gujarat
Mahindra,Thar,2022,1419073,17819,Diesel,Automatic,2.0,SUV,5,4.5,Gandhinagar,gujarat
Mahindra,XUV700,2023,2186946,9380,Petrol,Manual,2.2,SUV,7,4.0,Gandhinagar,gujarat
Hyundai,Grand i10,2023,961907,13714,Diesel,Automatic,1.2,Sedan,5,4.2,Gandhinagar,gujarat
Mercedes,C-Class,2015,301443,105014,Petrol,Automatic,1.2,Sedan,4,4.9,Ahmedabad,gujarat
Hyundai,Creta,2019,1155141,32341,Petrol,Automatic,1.5,SUV,5,3.6,Jamnagar,gujarat
Renault,Kwid,2019,516355,47721,Diesel,Manual,1.0,Hatchback,4,3.0,Gandhinagar,gujarat
Mahindra,XUV300,2022,1161961,21006,Diesel,Manual,1.6,Sedan,5,4.2,Jamnagar,gujarat
Renault,Triber,2019,629856,55015,Diesel,Automatic,1.2,MPV,7,3.3,Vadodara,gujarat
Mahindra,Bolero,2017,760202,72767,Petrol,Manual,1.0,Sedan,5,4.2,Surat,gujarat
Renault,Kiger,2014,396813,72984,Diesel,Manual,1.0,Sedan,5,3.3,Ahmedabad,gujarat
Maruti Suzuki,Wagon R,2021,686528,19144,Petrol,Manual,1.2,Sedan,5,4.3,Vadodara,gujarat
Tata,Punch EV,2024,953311,8845,Electric,Manual,0.0,Sedan,5,3.8,Rajkot,gujarat
Tata,Curvv EV,2024,945562,2556,Electric,Manual,0.0,SUV,5,3.7,Jamnagar,gujarat
Honda,Amaze,2016,827114,115199,Diesel,Automatic,1.5,Sedan,5,4.4,Jamnagar,gujarat
Ford,EcoSport,2014,244215,138867,Petrol,Manual,1.5,Sedan,5,4.7,Rajkot,gujarat
Toyota,Innova Crysta,2017,2472465,42213,Diesel,Manual,2.4,MPV,7,3.2,Gandhinagar,gujarat
Ford,Figo,2022,891081,12863,Petrol,Manual,1.5,Sedan,5,4.2,Ahmedabad,gujarat
Mercedes,C-Class,2018,664842,39695,Diesel,Manual,1.2,Sedan,4,3.0,Vadodara,gujarat
Toyota,Glanza,2022,1104481,28383,Petrol,Automatic,1.6,Sedan,5,4.6,Vadodara,gujarat
Tata,Curvv,2024,1021962,2286,Diesel,Manual,1.6,SUV,5,5.0,Bhavnagar,gujarat
Toyota,Innova Crysta,2021,1892744,39776,Diesel,Manual,2.4,MPV,7,4.1,Jamnagar,gujarat
BMW,3 Series,2015,411039,69380,Petrol,Manual,1.2,Sedan,4,4.7,Vadodara,gujarat
Ford,Figo,2023,904428,12593,Petrol,Manual,1.2,Sedan,5,3.6,Jamnagar,gujarat
Mercedes,C-Class,2013,237282,140696,Diesel,Manual,1.2,Sedan,4,4.8,Jamnagar,gujarat
Mahindra,Scorpio,2013,426335,155233,Petrol,Automatic,2.2,SUV,5,4.2,Bhavnagar,gujarat
Kia,Carens,2024,1324996,7799,Diesel,Manual,2.0,MPV,7,3.0,Vadodara,gujarat
Tata,Tiago EV,2022,861901,14788,Electric,Manual,0.0,Hatchback,5,3.3,Vadodara,gujarat
Toyota,Urban Cruiser,2023,1225992,5798,Petrol,Manual,2.0,Sedan,5,3.4,Jamnagar,gujarat
Tata,Punch,2022,815785,27816,Diesel,Manual,1.2,Sedan,5,4.4,Jamnagar,gujarat
Toyota,Innova Crysta,2020,2663308,58013,Diesel,Manual,2.4,MPV,7,3.8,Surat,gujarat
Hyundai,Creta,2017,1197569,100979,Diesel,Manual,1.5,SUV,5,3.8,Ahmedabad,gujarat
Hyundai,Creta,2015,1326708,107851,Diesel,Manual,1.5,SUV,5,3.3,Vadodara,gujarat
Maruti Suzuki,Brezza,2013,248870,84144,Diesel,Manual,1.0,Sedan,5,3.6,Surat,gujarat
Tata,Punch,2024,659859,1830,Diesel,Automatic,1.2,Sedan,5,3.2,Gandhinagar,gujarat
Mercedes,C-Class,2019,667162,32793,Petrol,Manual,1.0,Sedan,4,4.5,Gandhinagar,gujarat
Hyundai,Verna,2015,1193757,122018,Diesel,Manual,1.5,Sedan,5,4.9,Vadodara,gujarat
Toyota,Fortuner,2020,4195870,35848,Diesel,Automatic,2.8,SUV,7,4.4,Vadodara,gujarat
Tata,Nexon EV,2020,725051,26467,Electric,Automatic,0.0,SUV,5,3.7,Bhavnagar,gujarat
Tata,Curvv EV,2024,990507,2963,Electric,Manual,0.0,SUV,5,3.5,Ahmedabad,gujarat
Toyota,Innova Crysta,2019,1942514,32229,Diesel,Manual,2.4,MPV,7,3.2,Rajkot,gujarat
Hyundai,Grand i10,2016,428694,99892,Diesel,Manual,1.2,Sedan,5,3.5,Rajkot,gujarat
Honda,Amaze,2015,942645,54123,Petrol,Automatic,1.2,Sedan,5,3.8,Bhavnagar,gujarat
Mercedes,C-Class,2013,303748,73791,Petrol,Manual,1.0,Sedan,4,4.5,Surat,gujarat
Hyundai,Venue,2020,1211930,42192,Diesel,Manual,1.5,Sedan,5,3.6,Jamnagar,gujarat
BMW,3 Series,2024,983674,6557,Petrol,Manual,1.2,Sedan,4,5.0,Bhavnagar,gujarat
Honda,City,2024,1028125,7448,Petrol,Manual,1.5,Sedan,5,3.2,Ahmedabad,gujarat
Hyundai,Grand i10,2022,851474,10876,Petrol,Manual,1.0,Sedan,5,3.6,Bhavnagar,gujarat
Hyundai,i20,2022,1215619,27037,Petrol,Manual,1.2,Hatchback,5,4.1,Gandhinagar,gujarat
Renault,Triber,2012,154141,160134,CNG,Automatic,1.0,MPV,7,3.8,Vadodara,gujarat
Kia,Carnival,2019,949306,27358,Petrol,Manual,1.2,MPV,8,4.8,Surat,gujarat
Ford,Endeavour,2014,2361811,90954,Diesel,Automatic,2.0,SUV,5,4.3,Jamnagar,gujarat
Renault,Triber,2019,661695,56189,Diesel,Manual,1.2,MPV,7,3.5,Bhavnagar,gujarat
Kia,Carens,2023,1188050,10250,Petrol,Manual,1.6,MPV,7,4.6,Bhavnagar,gujarat
Maruti Suzuki,Ertiga,2022,857882,21182,Petrol,Manual,1.2,MPV,7,3.8,Ahmedabad,gujarat
Mercedes,C-Class,2015,432945,75752,Petrol,Manual,1.5,Sedan,4,3.1,Vadodara,gujarat
Hyundai,Venue,2020,1070979,21291,Petrol,Manual,1.5,Sedan,5,3.5,Jamnagar,gujarat
Ford,Figo,2012,199510,101486,Diesel,Manual,1.0,Sedan,5,4.6,Ahmedabad,gujarat
Mercedes,C-Class,2017,465898,100107,Diesel,Manual,1.0,Sedan,4,4.2,Vadodara,gujarat
Kia,Sonet,2019,876872,66644,Diesel,Manual,1.5,Sedan,5,3.1,Bhavnagar,gujarat
Kia,Sonet,2021,1033053,39342,Diesel,Manual,1.5,Sedan,5,3.1,Gandhinagar,gujarat
Renault,Kiger,2018,608523,43745,Diesel,Manual,1.2,Sedan,5,4.0,Vadodara,gujarat
Kia,Carens,2022,1155730,23576,Petrol,Manual,2.0,MPV,7,3.4,Ahmedabad,gujarat
Mercedes,C-Class,2021,764912,31357,Diesel,Automatic,1.2,Sedan,4,3.5,Jamnagar,gujarat
Renault,Triber,2024,1010202,7106,Diesel,Manual,1.6,MPV,7,3.9,Surat,gujarat
Tata,Tigor EV,2023,929773,12133,Electric,Automatic,0.0,Sedan,5,4.3,Gandhinagar,gujarat
Kia,Carens,2023,1218612,7631,Diesel,Manual,1.5,MPV,7,3.3,Ahmedabad,gujarat
Mahindra,XUV700,2024,2214637,7952,Petrol,Automatic,2.2,SUV,7,3.3,Vadodara,gujarat
Honda,Elevate,2023,983696,5691,Petrol,Manual,1.0,Sedan,5,3.6,Vadodara,gujarat
Hyundai,Grand i10,2017,558021,46836,CNG,Automatic,1.0,Sedan,5,3.5,Bhavnagar,gujarat
Renault,Kwid,2020,466009,58038,Petrol,Manual,1.0,Hatchback,4,4.5,Vadodara,gujarat
Toyota,Camry,2023,1275090,11388,Hybrid,Automatic,2.5,Sedan,5,3.4,Vadodara,gujarat
Ford,Endeavour,2016,2322330,117264,Diesel,Manual,2.0,SUV,5,3.9,Surat,gujarat
Honda,City,2017,1285602,97288,Diesel,Manual,1.5,Sedan,5,4.4,Gandhinagar,gujarat
Mercedes,C-Class,2016,375422,112447,Petrol,Automatic,1.2,Sedan,4,4.8,Jamnagar,gujarat
Hyundai,Verna,2015,1008248,102986,CNG,Manual,1.5,Sedan,5,4.9,Gandhinagar,gujarat
Mahindra,XUV700,2022,1965183,15250,Diesel,Automatic,2.2,SUV,7,4.7,Gandhinagar,gujarat
Ford,Endeavour,2023,2919610,11765,Diesel,Automatic,2.0,SUV,5,4.0,Vadodara,gujarat
Kia,Carens,2023,1288873,5448,Petrol,Manual,1.6,MPV,7,4.6,Surat,gujarat
Maruti Suzuki,Alto,2015,432240,127352,Diesel,Manual,1.0,Hatchback,4,4.7,Jamnagar,gujarat
Kia,Carens,2023,1270360,12837,Petrol,Manual,1.6,MPV,7,4.6,Surat,gujarat
Hyundai,Grand i10,2017,533576,58840,Diesel,Automatic,1.5,Sedan,5,3.4,Ahmedabad,gujarat
Renault,Triber,2021,758977,35533,CNG,Automatic,1.0,MPV,7,3.5,Gandhinagar,gujarat
Tata,Nexon,2023,1122795,12027,Petrol,Automatic,1.2,SUV,5,3.0,Bhavnagar,gujarat
Kia,Carnival,2022,1113533,26192,Petrol,Manual,1.6,MPV,8,4.5,Rajkot,gujarat
Tata,Curvv,2024,958254,9831,CNG,Manual,1.5,SUV,5,3.4,Surat,gujarat
Kia,Sonet,2012,488314,98036,Petrol,Manual,1.5,Sedan,5,4.2,Jamnagar,gujarat
